url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,67,47
/nyadla-sys/whisper.tflite/tree/main/models,18,11
/nyadla-sys/whisper.tflite/tree/main/whisper_android,16,9
/nyadla-sys/whisper.tflite/tree/main,13,10
/nyadla-sys/whisper.tflite/issues,11,3
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,7,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,6,5
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,5,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src/main,5,4
/nyadla-sys/whisper.tflite/blob/main/whisper_android/app/src/main/assets/whisper-tiny.tflite,5,3
