url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,72,41
/nyadla-sys/whisper.tflite/tree/main/models,24,8
/nyadla-sys/whisper.tflite/tree/main/whisper_android,18,10
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,11,6
/nyadla-sys/whisper.tflite/blob/main/models/whisper_tflite_model_generation_and_test.py,10,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,9,5
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src/main,9,5
/nyadla-sys/whisper.tflite/tree/main/release,6,3
/nyadla-sys/whisper.tflite/activity,6,1
/nyadla-sys/whisper.tflite/tree/main,4,4
