url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,82,55
/nyadla-sys/whisper.tflite/tree/main/whisper_android,26,19
/nyadla-sys/whisper.tflite/tree/main/models,26,18
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,25,4
/nyadla-sys/whisper.tflite/tree/main,23,12
/nyadla-sys/whisper.tflite/blob/main/models/whisper-tiny-en.tflite,13,9
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,10,9
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,8,8
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src/main/assets,8,7
/nyadla-sys/whisper.tflite/tree/main/whisper_native,8,5
