referrer,views_total,views_unique
Google,123,39
github.com,95,25
Bing,14,5
com.linkedin.android,6,1
chatgpt.com,4,1
euc-powerpoint.officeapps.live.com,4,1
linkedin.com,2,2
doubao.com,2,1
search.brave.com,2,1
DuckDuckGo,1,1
