url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,71,51
/nyadla-sys/whisper.tflite/tree/main/models,28,15
/nyadla-sys/whisper.tflite/tree/main/whisper_android,17,13
/nyadla-sys/whisper.tflite/tree/main/whisper_native,10,8
/nyadla-sys/whisper.tflite/tree/main,10,7
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,7,5
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src/main,5,4
/nyadla-sys/whisper.tflite/tree/main/whisper_native/samples,5,4
/nyadla-sys/whisper.tflite/issues,5,2
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,4,2
