url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,60,47
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,27,3
/nyadla-sys/whisper.tflite/tree/main/models,25,16
/nyadla-sys/whisper.tflite/tree/main,23,10
/nyadla-sys/whisper.tflite/tree/main/whisper_android,14,10
/nyadla-sys/whisper.tflite/blob/main/models/whisper-tiny-en.tflite,11,7
/nyadla-sys/whisper.tflite/tree/main/release,7,6
/nyadla-sys/whisper.tflite/tree/main/whisper_native,7,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,5,5
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,5,5
