url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,69,45
/nyadla-sys/whisper.tflite/tree/main/models,23,11
/nyadla-sys/whisper.tflite/issues,11,3
/nyadla-sys/whisper.tflite/tree/main/whisper_android,10,6
/nyadla-sys/whisper.tflite/tree/main,9,8
/nyadla-sys/whisper.tflite/issues/47,6,2
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,5,3
/nyadla-sys/whisper.tflite/blob/main/whisper_native/README.md,5,1
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,3,3
/nyadla-sys/whisper.tflite/blob/main/models/README.md,3,2
