url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,69,47
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,24,3
/nyadla-sys/whisper.tflite/tree/main/models,20,9
/nyadla-sys/whisper.tflite/tree/main/whisper_android,15,12
/nyadla-sys/whisper.tflite/tree/main,9,3
/nyadla-sys/whisper.tflite/tree/main/whisper_native,5,5
/nyadla-sys/whisper.tflite/issues/47,4,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,4,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,4,3
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src/main,4,3
