url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,77,51
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,32,3
/nyadla-sys/whisper.tflite/tree/main/models,20,11
/nyadla-sys/whisper.tflite/tree/main/whisper_android,18,15
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,6,6
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,6,5
/nyadla-sys/whisper.tflite/blob/main/whisper_android/app/src/main/assets/whisper-tiny-en.tflite,6,2
/nyadla-sys/whisper.tflite/issues/47,5,4
/nyadla-sys/whisper.tflite/blob/main/whisper_android/app/src/main/assets/whisper-tiny.tflite,5,2
/nyadla-sys/whisper.tflite/issues,4,3
