referrer,views_total,views_unique
Google,200,39
github.com,189,23
Bing,33,8
chatgpt.com,28,3
DuckDuckGo,20,1
document-service-data-prod.s3.us-west-2.amazonaws.com,1,1
doubao.com,1,1
