referrer,views_total,views_unique
Google,130,38
github.com,92,30
Bing,10,5
DuckDuckGo,6,2
com.linkedin.android,6,1
search.brave.com,5,2
chatgpt.com,4,1
euc-powerpoint.officeapps.live.com,4,1
linkedin.com,2,2
doubao.com,2,1
