url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,55,42
/nyadla-sys/whisper.tflite/tree/main/whisper_android,26,10
/nyadla-sys/whisper.tflite/tree/main,9,5
/nyadla-sys/whisper.tflite/tree/main/models,7,5
/nyadla-sys/whisper.tflite/blob/main/README.md,4,4
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,4,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/release,4,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,4,3
/nyadla-sys/whisper.tflite/tree/main/whisper_android/pre_built_apk,4,3
/nyadla-sys/whisper.tflite/issues/47,3,3
