time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,10923,27,8,6
2026-06-16 00:00:00+00:00,17460,36,1,1
2026-06-17 00:00:00+00:00,17185,29,24,7
2026-06-18 00:00:00+00:00,12102,33,25,10
2026-06-19 00:00:00+00:00,13158,38,3,3
2026-06-20 00:00:00+00:00,560,42,9,7
2026-06-21 00:00:00+00:00,4699,26,7,2
2026-06-22 00:00:00+00:00,19814,32,6,5
2026-06-23 00:00:00+00:00,18497,44,63,11
2026-06-24 00:00:00+00:00,12453,40,55,14
2026-06-25 00:00:00+00:00,14339,40,4,4
2026-06-26 00:00:00+00:00,13434,21,14,6
2026-06-27 00:00:00+00:00,3600,32,7,3
2026-06-28 00:00:00+00:00,3628,24,38,6
