url_path,views_total,views_unique
/nyadla-sys/whisper.tflite,60,44
/nyadla-sys/whisper.tflite/tree/main/models,17,11
/nyadla-sys/whisper.tflite/tree/main/whisper_android,15,8
/nyadla-sys/whisper.tflite/tree/main,11,7
/nyadla-sys/whisper.tflite/blob/main/models/generate_tflite_from_whisper.ipynb,7,4
/nyadla-sys/whisper.tflite/issues/47,7,4
/nyadla-sys/whisper.tflite/blob/main/whisper_android/app/src/main/assets/whisper-tiny.tflite,6,4
/nyadla-sys/whisper.tflite/issues,6,2
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app,5,4
/nyadla-sys/whisper.tflite/tree/main/whisper_android/app/src,5,4
